gene name	annotation
PCGF6	gene
ANKRD9	gene
SFR1	gene
SORCS3	gene
SFXN2	gene
C14orf2	gene
FUT6	gene
TDRD9	gene
FGF18	gene
PCDH1	gene
SH3RF2	gene
GDF6	gene
UQCRB	gene
MTERF3	gene
PTDSS1	gene
PPP2R2B	gene
RPL30	gene
KCNS2	gene
FAM122C	gene
SUPV3L1	gene
FAM122B	gene
EEF1A1	gene
FBXO43	gene
HKDC1	gene
HK1	gene
TYSND1	gene
PHF6	gene
CD109	gene
LRFN2	gene
NODAL	gene
PRG3	gene
UBE2L6	gene
ZDHHC5	gene
MED19	gene
ZFAND3	gene
NPTN	gene
KAT6B	gene
SAMD8	gene
RAB11FIP1	gene
UNC5D	gene
GLYATL2	gene
UTP14A	gene
AIFM1	gene
MAPK13	gene
BAG4	gene
MS4A1	gene
IGKV1OR-2	gene
TBC1D31	gene
WDYHV1	gene
ATAD2	gene
FBXO32	gene
NSMCE2	gene
ZNF689	gene
PRR14	gene
FBRS	gene
FRRS1	gene
PHKG2	gene
MFSD14A	gene
SASS6	gene
COX6A2	gene
ITGAD	gene
ADGRG4	gene
ZIC3	gene
MALSU1	gene
VPS8	gene
GALK2	gene
LHFPL4	gene
B3GNT7	gene
MPV17L	gene
BUB1B	gene
PDE6D	gene
EIF4A2	gene
BRPF1	gene
RPUSD3	gene
SST	gene
TATDN2	gene
GHRL	gene
SEC13	gene
FAM92A1P1	gene
EXOG	gene
NTAN1	gene
SHCBP1L	gene
NMNAT2	gene
ZFYVE9	gene
ATP2B2	gene
LYZL4	gene
SLC6A1	gene
SMG1	gene
FCHO2	gene
RBPMS	gene
TMEM171	gene
KLHL40	gene
C8A	gene
TIMP4	gene
SYN2	gene
NRG1	gene
C1orf27	gene
CPT2	gene
NECAP2	gene
LRP8	gene
CDCP2	gene
PAXIP1	gene
STEAP2	gene
SSBP3	gene
HTR5A	gene
CLDN12	gene
MMP14	gene
FZD1	gene
GATAD1	gene
SUSD3	gene
RP11-66N24.4	gene
TMED6	gene
CLEC18A	gene
DHRS4	gene
C1orf158	gene
CLEC18C	gene
ARMC12	gene
DDX19B	gene
ST3GAL2	gene
FUK	gene
IL34	gene
DHRS1	gene
CACNA1D	gene
ARSE	gene
KIT	gene
HYDIN	gene
AASDH	gene
ZNF19	gene
CACNA2D3	gene
RNF111	gene
CCNB2	gene
FAM81A	gene
MYO1E	gene
APPL1	gene
MUM1L1	gene
AFAP1L1	gene
TSC22D3	gene
DSCR3	gene
DYRK1A	gene
KCNJ6	gene
KCNJ15	gene
ERG	gene
ETS2	gene
TSPAN18	gene
LCA5L	gene
SLC35B2	gene
TMEM164	gene
MX1	gene
CREB3L1	gene
C2CD2	gene
TAB3	gene
SLC38A10	gene
C9orf43	gene
PALM2-AKAP2	gene
ZNF618	gene
DGKI	gene
TMEM268	gene
SVOPL	gene
SNX22	gene
UBN2	gene
BRAF	gene
SLC34A2	gene
ACAN	gene
PSMG3	gene
CABP1	gene
WDR19	gene
SLC37A3	gene
AP3S2	gene
FMNL2	gene
GAREM2	gene
SPPL3	gene
DPYSL5	gene
DRC1	gene
RAB28	gene
FAM213B	gene
TNFRSF14	gene
PANK4	gene
CIB4	gene
MEGF11	gene
C12orf43	gene
PEX10	gene
RER1	gene
RADIL	gene
SKI	gene
WIPI2	gene
SSX8	gene
LDLRAP1	gene
AGAP1	gene
KRTCAP3	gene
ANKRD61	gene
PAFAH2	gene
EXTL1	gene
SLC30A2	gene
BRE	gene
TRIM63	gene
WDR66	gene
MRPL17	gene
DUSP2	gene
GRHL3	gene
UBXN11	gene
NLRP14	gene
PTPDC1	gene
GALNT14	gene
NCK1	gene
HPD	gene
RHPN1	gene
TPRG1L	gene
LRRC43	gene
AAED1	gene
XDH	gene
XKR8	gene
CNNM4	gene
EYA3	gene
DZIP1L	gene
TMSB15A	gene
FANCC	gene
MRAS	gene
WASF2	gene
ABHD3	gene
ESYT3	gene
FAIM	gene
FAM46B	gene
CLSTN2	gene
COLEC12	gene
RNF207	gene
CUL4B	gene
GPR153	gene
SLC13A3	gene
GPRASP2	gene
RHBDL2	gene
AUTS2	gene
SHROOM4	gene
HIST1H2BD	gene
CDC25C	gene
HIST1H4H	gene
MITD1	gene
EIF5B	gene
RIBC1	gene
TMSB15B	gene
CATIP	gene
CNOT11	gene
KCNB1	gene
TSPAN33	gene
NRG2	gene
AHCYL2	gene
B4GALT5	gene
CD1D	gene
CD1A	gene
SPATA2	gene
CD1C	gene
SNX29P1	gene
FAM86C1	gene
CD1B	gene
DNAH3	gene
CD1E	gene
HMHB1	gene
CPA2	gene
NCF1	gene
CPA5	gene
TSR2	gene
PPP1R9A	gene
ZC3H18	gene
ZFAND2B	gene
POM121L2	gene
GDPD5	gene
DYNC1I1	gene
PFKFB1	gene
ALAS2	gene
TMED4	gene
PPP1R15B	gene
COPG2	gene
EMSY	gene
PAGE5	gene
GPAT4	gene
PKD1L1	gene
ZSCAN12	gene
TAGLN2	gene
ELK4	gene
SLAMF8	gene
SLC45A3	gene
DUSP23	gene
RNF166	gene
OR10J6P	gene
NBL1	gene
HTR6	gene
ITLN2	gene
F11R	gene
USF1	gene
PLA2G2F	gene
SPATA2L	gene
NIT1	gene
DEDD	gene
ZNF276	gene
NPM2	gene
EDA	gene
FGF17	gene
VWA5B1	gene
CDA	gene
PINK1	gene
B4GALT3	gene
DMTN	gene
ADAMTS4	gene
FAM160B2	gene
NDUFS2	gene
SLC5A11	gene
FCER1G	gene
APOA2	gene
TOMM40L	gene
MPZ	gene
WFDC8	gene
CCAR2	gene
WNT9B	gene
CACHD1	gene
CDC42SE2	gene
RAPGEF6	gene
EPB41	gene
MIS18A	gene
ALG8	gene
FBXW5	gene
C21orf59	gene
SYNJ1	gene
PAXBP1	gene
IFNAR2	gene
MRPL10	gene
IFNGR2	gene
GART	gene
SON	gene
DONSON	gene
SV2A	gene
LAD1	gene
STC1	gene
TNNI1	gene
CSRP1	gene
PRAC1	gene
HOXB13	gene
AC007383.6	gene
C1QC	gene
KCNE2	gene
ATP5G1	gene
RCAN1	gene
UBE2Z	gene
CIART	gene
SNF8	gene
CLIC6	gene
CCDC24	gene
RUNX1	gene
IGF2BP1	gene
GIP	gene
CBR1	gene
CBR3	gene
C2orf81	gene
TUBBP5	gene
GJD2	gene
ACTC1	gene
MORC3	gene
CHAF1B	gene
CLDN14	gene
SIM2	gene
HLCS	gene
GOLGA6A	gene
SCUBE1	gene
ARHGAP27	gene
ADPGK	gene
PTMS	gene
PLA2G4D	gene
PADI4	gene
ADIPOR1	gene
CYB5R1	gene
PSMD4	gene
ATP13A2	gene
M1AP	gene
PSMB4	gene
IRX6	gene
BTG2	gene
CES5A	gene
HK2	gene
C1R	gene
CELF3	gene
ALDH4A1	gene
STARD9	gene
THEM4	gene
TCHH	gene
LCE2B	gene
UBR1	gene
AMFR	gene
MED8	gene
TGM7	gene
RGL4	gene
SPRR2G	gene
PGLYRP3	gene
ISL2	gene
RSPRY1	gene
CCDC17	gene
GPBP1L1	gene
NAE1	gene
TMEM69	gene
ADGRG5	gene
DRC7	gene
ACE	gene
TEPP	gene
UROC1	gene
EFCAB14	gene
SPON2	gene
CHCHD6	gene
CTBP1	gene
LRRC36	gene
ANKRD18CP	gene
TPPP3	gene
ZDHHC1	gene
ATP6V0D1	gene
AGRP	gene
ZFYVE28	gene
CARMIL2	gene
C16orf86	gene
PIP	gene
FAM131B	gene
RGS12	gene
PSKH1	gene
ZYX	gene
ABR	gene
TCAF2P1	gene
LYPD5	gene
CCDC117	gene
ZNF230	gene
CCDC107	gene
ZNF222	gene
NPR2	gene
ZNF890P	gene
ZNF221	gene
ZNF233	gene
ZNF235	gene
GNE	gene
TNFRSF13C	gene
OR3A3	gene
ARHGAP35	gene
PTGIR	gene
CALM3	gene
DFFA	gene
CCDC28B	gene
IQCC	gene
TMEM234	gene
BSDC1	gene
ZBTB8A	gene
ATAD3B	gene
SSU72	gene
UBE2J2	gene
ZNF362	gene
FNDC5	gene
CPAMD8	gene
NR2F6	gene
ANKLE1	gene
CCDC58	gene
VMA21	gene
KALRN	gene
CILP2	gene
FAM86C2P	gene
ABCG1	gene
TFF3	gene
TFF2	gene
TFF1	gene
TMPRSS3	gene
UBASH3A	gene
RSPH1	gene
SLC37A1	gene
PDE9A	gene
WDR4	gene
NDUFV3	gene
PKNOX1	gene
CBS	gene
U2AF1	gene
CRYAA	gene
HSF2BP	gene
RRP1B	gene
PDXK	gene
G6PD	gene
CSTB	gene
RRP1	gene
AGPAT3	gene
TRAPPC10	gene
GAB3	gene
C21orf33	gene
ICOSLG	gene
AIRE	gene
C21orf2	gene
ZNF66	gene
LRRC3	gene
ITGB2	gene
FAM207A	gene
RALGDS	gene
FTCD	gene
SPATC1L	gene
LSS	gene
VAV2	gene
MCM3AP	gene
C21orf58	gene
PCNT	gene
DIP2A	gene
S100B	gene
PRMT2	gene
CLDND2	gene
ZNF208	gene
ADAMTS13	gene
CACFD1	gene
SLC2A6	gene
ZNF761	gene
FCN2	gene
C9orf116	gene
LCN1	gene
ZNF714	gene
GPSM1	gene
C19orf47	gene
HIPK4	gene
CFAP157	gene
TOR2A	gene
ST6GALNAC6	gene
SHKBP1	gene
RDH13	gene
ZER1	gene
ZDHHC12	gene
PKN3	gene
SPTBN4	gene
BRSK1	gene
COX6B2	gene
TMEM190	gene
NLRP4	gene
PLPP7	gene
TAOK1	gene
MED27	gene
DEDD2	gene
SIK3	gene
MPZL3	gene
JAML	gene
NEK8	gene
TLCD1	gene
PCSK7	gene
SAFB	gene
CD3G	gene
S100A1	gene
CHTOP	gene
CXCR5	gene
ZBTB7B	gene
FLAD1	gene
SHC1	gene
VPS11	gene
NLRX1	gene
ADAR	gene
IL6R	gene
UBE2Q1	gene
CHRNB2	gene
CRTC2	gene
ANO10	gene
FDPS	gene
RUSC1	gene
GBAP1	gene
FAM189B	gene
PAQR6	gene
PMF1	gene
SLC25A44	gene
LMNA	gene
CCR5	gene
NBEAL2	gene
CCDC12	gene
PTH1R	gene
UBQLN4	gene
MYL3	gene
PPP1R35	gene
GPATCH4	gene
LRRC71	gene
FCRL3	gene
AZGP1	gene
FGFR4	gene
CYP3A4	gene
CYP3A7	gene
NACC1	gene
CYP11B1	gene
HK3	gene
LY6K	gene
IER2	gene
ZNF394	gene
CPSF4	gene
LY6E	gene
VPS28	gene
TONSL	gene
PTGER1	gene
MUM1	gene
RECQL4	gene
LRRC14	gene
ZNF333	gene
COL26A1	gene
PPP1R16A	gene
FOXH1	gene
ORAI2	gene
ALKBH4	gene
CCDC105	gene
SH2B2	gene
MRNIP	gene
SQSTM1	gene
MGAT4B	gene
RPL8	gene
MAML1	gene
PGLYRP2	gene
LRWD1	gene
FBXL13	gene
NAPEPLD	gene
SCGB3A1	gene
PSMC2	gene
CELF5	gene
MFSD12	gene
AC008132.13	gene
XXbac-B444P24.10	gene
USP41	gene
TUBA3FP	gene
YDJC	gene
CCDC116	gene
DVL3	gene
AP2M1	gene
ABCF3	gene
PCYT1A	gene
FBXO27	gene
DMKN	gene
U2AF1L4	gene
BDH1	gene
NPHS1	gene
THAP8	gene
COX7A1	gene
ZNF382	gene
LRRC56	gene
PLXDC1	gene
PGAP3	gene
IKZF3	gene
GRIN2C	gene
FDXR	gene
SAP30BP	gene
ACOX1	gene
PRPSAP1	gene
CYGB	gene
SRSF2	gene
ZNF577	gene
TMEM143	gene
KLHL10	gene
CCDC155	gene
HCRT	gene
ALDH16A1	gene
DCD	gene
ITGA5	gene
SIGLEC11	gene
ZNF385A	gene
SIGLEC16	gene
MPP3	gene
CD300LG	gene
IZUMO2	gene
NAGS	gene
LSM12	gene
ASB16	gene
EMC10	gene
JOSD2	gene
SHANK1	gene
FAM171A2	gene
DBF4B	gene
PLCD3	gene
FMNL3	gene
AQP5	gene
RACGAP1	gene
OR7G1	gene
LARP4	gene
GRASP	gene
RAVER1	gene
KRT84	gene
KRT82	gene
SYCE2	gene
SPC24	gene
IP6K3	gene
LEMD2	gene
ALOX15	gene
TREML1	gene
ADCY10P1	gene
ZNF653	gene
MED11	gene
CXCL16	gene
SCIMP	gene
RNASEK-C17orf49	gene
BCL6B	gene
ASGR2	gene
TNFSF13	gene
SENP3	gene
FGF11	gene
EIF4A1	gene
RPL26	gene
CCDC42	gene
POLR3K	gene
SNRNP25	gene
PRR35	gene
WDR90	gene
JMJD8	gene
CCDC78	gene
MSLNL	gene
SSTR5	gene
SPSB3	gene
MEIOB	gene
HS3ST6	gene
C16orf59	gene
CCNF	gene
TBC1D24	gene
AMDHD2	gene
NTN3	gene
BICDL2	gene
PAQR4	gene
FLYWCH2	gene
ZG16B	gene
ZNF75A	gene
ADCY9	gene
SHANK2	gene
CLPB	gene
NEU3	gene
CYB561A3	gene
PPP1R32	gene
ASRGL1	gene
GNG3	gene
UBXN1	gene
LBHD1	gene
TTC9C	gene
TAF6L	gene
NXF1	gene
STX5	gene
SLC25A45	gene
RPL29	gene
ITIH3	gene
SYVN1	gene
ZFPL1	gene
RPS6KA4	gene
LRP5	gene
TPCN2	gene
FGF19	gene
CYP4A22	gene
PDZK1IP1	gene
TAL1	gene
CMPK1	gene
BEND5	gene
ELAVL4	gene
COA7	gene
ZYG11B	gene
SLC1A7	gene
C1orf123	gene
MAGOH	gene
ACOT11	gene
FAM151A	gene
PARS2	gene
LEXM	gene
BSND	gene
USP24	gene
PLPP3	gene
NOL9	gene
PRKAA2	gene
KLHL21	gene
ZSWIM5	gene
GMEB1	gene
SLC45A1	gene
SELENON	gene
AK4	gene
JAK1	gene
RAVER2	gene
CTRC	gene
LZIC	gene
RBP7	gene
KNCN	gene
FBLIM1	gene
TMEM82	gene
SLC25A34	gene
AKR7A3	gene
DRAXIN	gene
PDPN	gene
LRRC38	gene
DHRS3	gene
MATN1	gene
LAPTM5	gene
SDC3	gene
PEF1	gene
SYNC	gene
RBBP4	gene
KIAA1522	gene
TSSK3	gene
TMCO4	gene
UBXN10	gene
CAMK2N1	gene
ALPL	gene
WNT4	gene
TTLL10	gene
SCNN1D	gene
MXRA8	gene
FAAP20	gene
MEGF6	gene
CCDC27	gene
IL23R	gene
DIRAS3	gene
C1orf87	gene
NFIA	gene
OMA1	gene
MYSM1	gene
TM2D1	gene
USP1	gene
FUBP1	gene
NEXN	gene
DNAJB4	gene
ADGRL4	gene
LRRIQ3	gene
LRRC53	gene
TYW3	gene
LHX8	gene
SNX7	gene
B3GALT2	gene
NTNG1	gene
FAM102B	gene
HENMT1	gene
AKNAD1	gene
C1orf52	gene
WDR63	gene
GBP2	gene
ATXN7L2	gene
GBP4	gene
ZNF326	gene
HFM1	gene
BRINP3	gene
GFI1	gene
LSP1P3	gene
KCNT2	gene
AGL	gene
VCAM1	gene
EXTL2	gene
SLC30A7	gene
DNAJA1P5	gene
ZNF281	gene
ARPC5	gene
CADM3	gene
NLRP3	gene
ZNF496	gene
TRIM58	gene
SLAMF9	gene
OR2M5	gene
KCNJ9	gene
IGSF8	gene
DDR2	gene
PEA15	gene
PEX19	gene
NCSTN	gene
VANGL2	gene
SLAMF6	gene
OLFML2B	gene
FCRLB	gene
FCGR3B	gene
SLC9C2	gene
KLHDC9	gene
C1orf74	gene
LMX1A	gene
LRRC52	gene
FLVCR1	gene
FAM71A	gene
ATF3	gene
RBM15	gene
DENND2D	gene
AXDND1	gene
TDRD5	gene
IER5	gene
SNED1	gene
BPNT1	gene
SPATA17	gene
C1orf115	gene
BROX	gene
NBPF20	gene
ACP6	gene
MT2P1	gene
WDR64	gene
KIF26B	gene
TFB2M	gene
CNST	gene
PPP1R21	gene
KLHDC8A	gene
PM20D1	gene
PKDCC	gene
OXER1	gene
HAAO	gene
B3GALNT2	gene
C1orf147	gene
MAPKAPK2	gene
IL20	gene
IL24	gene
FCMR	gene
PIGR	gene
FCAMR	gene
CAPN2	gene
MRPL55	gene
C1orf145	gene
WDR26	gene
REL	gene
PUS10	gene
PEX13	gene
KIAA1841	gene
TRIM17	gene
RFTN2	gene
DISC1	gene
AC007364.1	gene
CAPN13	gene
LRRTM1	gene
MEMO1	gene
DPY30	gene
TYW5	gene
MAIP1	gene
KCNF1	gene
PQLC3	gene
ARL5A	gene
FAM84A	gene
KCNJ3	gene
NEUROD1	gene
CLHC1	gene
PRORSD1P	gene
FRZB	gene
DUSP19	gene
CFAP36	gene
NUP35	gene
CCDC138	gene
C2orf48	gene
ZSWIM2	gene
FBXO41	gene
ALMS1P1	gene
ACTG2	gene
WDCP	gene
SMC6	gene
VSNL1	gene
CCDC74A	gene
H3F3A	gene
ANKRD30BL	gene
COQ8A	gene
SLC16A14	gene
TEKT4	gene
EN1	gene
SGCB	gene
SPATA18	gene
NOSTRIN	gene
CFAP221	gene
CCDC140	gene
SGPP2	gene
INHBB	gene
XIRP2	gene
BBS5	gene
BIRC8	gene
SMARCAD1	gene
HPGDS	gene
PDLIM5	gene
PDHA2	gene
STPG2	gene
NEURL3	gene
RPRD2	gene
ANKRD23	gene
CTSS	gene
MSX1	gene
PACRGL	gene
BNIPL	gene
C1QTNF7	gene
TNFAIP8L2	gene
LYSMD1	gene
SCNM1	gene
TMOD4	gene
VPS72	gene
ERCC3	gene
RNF149	gene
IWS1	gene
BOLA3	gene
CDC42EP3	gene
S100A11	gene
LCE3D	gene
SMCP	gene
IVL	gene
SPRR3	gene
DHX57	gene
SPRR2D	gene
BMP10	gene
PGLYRP4	gene
ARHGAP25	gene
S100A9	gene
S100A12	gene
TGFA	gene
TDRD10	gene
CCNYL1	gene
FZD5	gene
CRYGC	gene
DCAF16	gene
C1orf189	gene
NPPC	gene
GNPDA2	gene
ALPP	gene
GABRG1	gene
ALPPL2	gene
GABRB1	gene
PAQR3	gene
NIPAL1	gene
ALPI	gene
ANTXR2	gene
HELQ	gene
MRPS18C	gene
CGGBP1	gene
FAM175A	gene
GPR155	gene
DAPL1	gene
PMVK	gene
PBXIP1	gene
CLDN1	gene
PYGO2	gene
HIPK1	gene
LENEP	gene
DCST2	gene
DCST1	gene
COL6A3	gene
C1orf106	gene
LINC01116	gene
YY1AP1	gene
KBTBD8	gene
FAM19A4	gene
EOGT	gene
LMOD3	gene
NAXE	gene
POGLUT1	gene
SLC22A15	gene
CCKAR	gene
IGFN1	gene
ATP1A1	gene
SLC15A2	gene
EIF4E3	gene
PROK2	gene
C3orf30	gene
LRRC58	gene
FSTL1	gene
LMOD1	gene
ELF3	gene
PDCL2	gene
TMEM183A	gene
TMEM169	gene
IGFBP7	gene
TRIM46	gene
KRTCAP2	gene
CXCR1	gene
ARPC2	gene
TSACC	gene
CCT3	gene
TMEM79	gene
SSR2	gene
RNF25	gene
STK36	gene
ADORA1	gene
NEK10	gene
CCDC141	gene
FEV	gene
CRYBA2	gene
IHH	gene
KIAA1524	gene
EOMES	gene
CWC22	gene
AZI2	gene
TGFBR2	gene
RETNLB	gene
ANKZF1	gene
HDAC11	gene
FCRL4	gene
TRAT1	gene
FBLN2	gene
GLB1L	gene
STT3B	gene
CHCHD4	gene
DPPA2	gene
NFASC	gene
FCRL1	gene
SGO2	gene
SERPINI1	gene
CLASP2	gene
SUCLG1	gene
NUAK2	gene
SPTA1	gene
PRKCI	gene
MNDA	gene
PYHIN1	gene
IFI16	gene
AIM2	gene
EFHB	gene
EIF5A2	gene
SLC2A2	gene
RPL22L1	gene
FABP1	gene
PPM1L	gene
ICA1L	gene
SNHG16	gene
CTLA4	gene
ICOS	gene
RYBP	gene
PPP4R2	gene
CD200R1	gene
GTPBP8	gene
NEPRO	gene
SPICE1	gene
FAM86KP	gene
CCDC191	gene
CADPS	gene
NKX6-1	gene
CDS1	gene
WDFY3	gene
COX18	gene
PTPN13	gene
SYNPR	gene
ALB	gene
C3orf49	gene
C4orf36	gene
THOC7	gene
ATXN7	gene
PSMD6	gene
PRICKLE2	gene
ADAMTS9	gene
PPM1K	gene
ERICH6	gene
CLRN1	gene
GMPS	gene
TIPARP	gene
CCNL1	gene
PTX3	gene
HESX1	gene
DCLK3	gene
SLMAP	gene
RPL9	gene
SMIM14	gene
RPP14	gene
ABHD6	gene
DNASE1L3	gene
C3orf67	gene
RBM47	gene
APBB2	gene
IL17RE	gene
IL17RC	gene
CRELD1	gene
PRRT3	gene
FANCD2OS	gene
PCOLCE2	gene
U2SURP	gene
MTMR14	gene
TTC14	gene
CXCL3	gene
CXCL5	gene
PPBP	gene
PF4	gene
MTHFD2L	gene
CXCL1	gene
RCHY1	gene
PLSCR2	gene
CCDC158	gene
CPA3	gene
GYG1	gene
HPS3	gene
TM4SF18	gene
TOPBP1	gene
RYK	gene
SNRK	gene
TCF23	gene
DNAJC5G	gene
UCN	gene
ZNF513	gene
SLC4A1AP	gene
PLB1	gene
SPDYA	gene
KIAA1143	gene
KIF15	gene
TGM4	gene
WDR43	gene
ZDHHC3	gene
CDCP1	gene
CLEC3B	gene
SLC6A20	gene
LZTFL1	gene
FYCO1	gene
CCR1	gene
RTP3	gene
LRRC2	gene
ELP6	gene
FBXO40	gene
DTX3L	gene
ZNF148	gene
NMNAT3	gene
SMIM12	gene
ZMYM6	gene
TPRA1	gene
YEATS2	gene
GRIK3	gene
ZC3H12A	gene
MEAF6	gene
SNIP1	gene
DNALI1	gene
POLR2H	gene
KLF15	gene
CFAP100	gene
CAMK2N2	gene
LIPH	gene
TMEM41A	gene
RPN1	gene
SENP2	gene
HEYL	gene
IFT122	gene
RHO	gene
IGF2BP2-AS1	gene
RFC4	gene
RPL39L	gene
BAP1	gene
TKT	gene
PRKCD	gene
RFT1	gene
SFMBT1	gene
GNL3	gene
PBRM1	gene
UVSSA	gene
FAM208A	gene
ARHGEF3	gene
SLBP	gene
LRPAP1	gene
ZDHHC19	gene
SLC51A	gene
UBXN7	gene
RNF168	gene
PIGX	gene
MELTF	gene
OTOP1	gene
S100P	gene
ABLIM2	gene
EXO5	gene
CLDN19	gene
C1orf50	gene
ERMAP	gene
ZNF691	gene
AIMP1	gene
SGMS2	gene
METAP1	gene
DNAJB14	gene
H2AFZ	gene
EMCN	gene
SLC9B1	gene
SLC9B2	gene
BDH2	gene
PGRMC2	gene
CDC25A	gene
CAMP	gene
ZNF589	gene
FBXW12	gene
PLXNB1	gene
CCDC51	gene
ATRIP	gene
SHISA5	gene
SPRY1	gene
BSN	gene
APEH	gene
INTU	gene
RNF123	gene
HSPA4L	gene
MFSD8	gene
ABHD18	gene
CAMKV	gene
MON1A	gene
MST1R	gene
RAD54L2	gene
TEX264	gene
GRM2	gene
DUSP7	gene
POC1A	gene
PPM1M	gene
ETNPPL	gene
WDR82	gene
PITX2	gene
C4orf3	gene
PRSS12	gene
NDST3	gene
HMGB2	gene
SAP30	gene
SCRG1	gene
HAND2	gene
MAD2L1	gene
ANXA5	gene
TMEM155	gene
ADAD1	gene
MAP9	gene
GUCY1A3	gene
FBXO8	gene
CEP44	gene
HPGD	gene
ASB5	gene
C4orf45	gene
TMEM144	gene
FAM198B	gene
NPY1R	gene
NPY5R	gene
NAA15	gene
IL15	gene
FAM160A1	gene
ARFIP1	gene
ICE1	gene
HHIP	gene
ANAPC10	gene
ABCE1	gene
OTUD4	gene
LSM6	gene
TMEM184C	gene
PRMT9	gene
ITGA2	gene
MOCS2	gene
SLC45A2	gene
EDIL3	gene
TMEM161B	gene
ELOVL7	gene
NDUFAF2	gene
ZNF474	gene
LMBRD2	gene
RANBP3L	gene
NIPBL	gene
RNF180	gene
ADGRV1	gene
SLC25A46	gene
STARD4	gene
PGGT1B	gene
F2RL2	gene
CCDC112	gene
ANKRD33B	gene
CMBL	gene
C5orf63	gene
PRRC1	gene
F2RL1	gene
AGGF1	gene
WDR41	gene
PRDM9	gene
NDUFS4	gene
SCGB3A2	gene
SPINK1	gene
HTR4	gene
ESM1	gene
GRPEL2	gene
CDC20B	gene
ARSK	gene
RHOBTB3	gene
GPX8	gene
TIGD6	gene
SPZ1	gene
SERINC5	gene
ENPP6	gene
CAGE1	gene
CASP3	gene
PRIMPOL	gene
ERAP1	gene
ERAP2	gene
CMYA5	gene
EGFLAM	gene
CFAP97	gene
TMEM174	gene
CARTPT	gene
RICTOR	gene
PAPD4	gene
EBF1	gene
ANKRA2	gene
UBLCP1	gene
FAM170A	gene
UTP15	gene
TLR3	gene
KLKB1	gene
NSA2	gene
GFM2	gene
TERT	gene
SLC6A18	gene
CCDC127	gene
FOXQ1	gene
LINC01600	gene
ADGRF2	gene
ACSL6	gene
IL3	gene
CSF2	gene
SEPT8	gene
SHROOM1	gene
GDF9	gene
UQCRQ	gene
LEAP2	gene
GJB7	gene
SLC35A1	gene
GRIK2	gene
MB21D1	gene
FABP7	gene
TLX3	gene
TXLNB	gene
CITED2	gene
FAM26D	gene
T	gene
CREBRF	gene
DCBLD1	gene
SFXN1	gene
SAMD3	gene
TMEM200A	gene
IL22RA2	gene
DACT2	gene
PDSS2	gene
C7orf72	gene
STXBP5	gene
HIST1H2AA	gene
IL31RA	gene
ANKRD55	gene
RAET1E	gene
PI16	gene
TBX20	gene
DAGLB	gene
KIAA0895	gene
STK17A	gene
TRA2A	gene
FAM183BP	gene
GALNT10	gene
SAP30L	gene
RPS14	gene
HCN1	gene
MYOZ3	gene
COG5	gene
NEUROD6	gene
BMT2	gene
GPR85	gene
SLU7	gene
RP9	gene
PTTG1	gene
CAMLG	gene
FBXL21	gene
BMPER	gene
RELL2	gene
SMAD5-AS1	gene
KCNK5	gene
KIF6	gene
ZNF12	gene
SLC29A4	gene
C7orf62	gene
STEAP1	gene
CDCA7L	gene
SP8	gene
MIOS	gene
KIAA1324L	gene
USP49	gene
INTS4P1	gene
SYTL3	gene
IQUB	gene
HEY1	gene
ZNF704	gene
FABP5	gene
SHH	gene
TAGAP	gene
COL1A2	gene
FNDC1	gene
CHMP4C	gene
SLC13A4	gene
PGAM2	gene
BRI3	gene
LMTK2	gene
SLC35G3	gene
CTSB	gene
SOX17	gene
SEPT7P5	gene
DLC1	gene
ADCY1	gene
C8orf48	gene
SUN3	gene
C7orf57	gene
HNF4G	gene
PEX2	gene
RAD21	gene
SLC30A8	gene
MED30	gene
TNFRSF11B	gene
SBSPON	gene
PHKG1	gene
EN2	gene
KCNV1	gene
CSMD3	gene
SPIDR	gene
ORC5	gene
DEFA5	gene
DNAAF5	gene
DEFA4	gene
DEFA6	gene
OSGIN2	gene
DEFB1	gene
SUN1	gene
OXR1	gene
TMEM74	gene
FAM86FP	gene
GPR146	gene
GPER1	gene
UNCX	gene
TMEM184A	gene
NOS3	gene
SPAG11B	gene
MICALL2	gene
CA3	gene
INTS1	gene
CDK5	gene
SLC4A2	gene
SLC7A13	gene
FASTK	gene
TMUB1	gene
FMC1	gene
GBX1	gene
PHAX	gene
ALDH7A1	gene
FOXK1	gene
COX6C	gene
OSR2	gene
YWHAZ	gene
BAALC	gene
FZD6	gene
CTHRC1	gene
SLC25A32	gene
DCAF13	gene
DCSTAMP	gene
TP53INP1	gene
INTS8	gene
KIAA1429	gene
FREM1	gene
GEM	gene
PDP1	gene
TMEM67	gene
KIAA0196	gene
RPP25L	gene
FAM219A	gene
C9orf24	gene
SNAPC3	gene
KIAA1161	gene
NUDT2	gene
TMEM65	gene
PSIP1	gene
CCDC171	gene
UBAP1	gene
DIRAS2	gene
SYK	gene
NIPSNAP3B	gene
ABCA1	gene
NFIL3	gene
LETM2	gene
METTL2B	gene
PRKACG	gene
FXN	gene
ZMAT4	gene
NKX6-3	gene
TMEM71	gene
MAMDC2	gene
PRSS37	gene
CPA6	gene
C8orf34	gene
TMC1	gene
ALDH1A1	gene
KDM1B	gene
HGSNAT	gene
RASEF	gene
GKAP1	gene
KIF27	gene
C9orf64	gene
HNRNPK	gene
SSMEM1	gene
RP11-213G2.3	gene
SVEP1	gene
TRPV6	gene
C7orf34	gene
